Ano;"Bloco Econômico";"Código CUCI Subgrupo";"Descrição CUCI Subgrupo";"Quilograma Líquido"
2015;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";245860
2015;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";158360
2015;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";104368
2015;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";104228
2015;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";69694
2015;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";27584
2015;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";1276
2015;"União Europeia - UE";2312;"Borracha natural (exceto látex)";29
2014;"União Europeia - UE";2222;Soja;5838800600
2014;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";1044126514
2014;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";319363809
2014;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";161790340
2014;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";103306550
2014;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";95531553
2014;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";63633154
2014;"União Europeia - UE";4222;"Óleo de palma e suas frações";60274972
2014;"União Europeia - UE";0112;"Carne bovina congelada";39618551
2014;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";37760130
2014;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";25490428
2014;"União Europeia - UE";8215;"Outros móveis, de madeira";19997055
2014;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";12317848
2014;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";9609652
2014;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";6368880
2014;"União Europeia - UE";6349;"Madeira, em forma simples";4322506
2014;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";4017130
2014;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";3750232
2014;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";2122527
2014;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";1792575
2014;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";901244
2014;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";627119
2014;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";513430
2014;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";509533
2014;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";354671
2014;"União Europeia - UE";0712;"Café torrado";285164
2014;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";118015
2014;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";101637
2014;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";96011
2014;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";51911
2014;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";22568
2014;"União Europeia - UE";2473;"Madeira em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, tratada com tinta, corantes ou outros agentes de conservação";21000
2014;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";20538
2014;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";993
2014;"União Europeia - UE";2312;"Borracha natural (exceto látex)";1
2013;"União Europeia - UE";2222;Soja;4686635386
2013;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";878985329
2013;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";304182354
2013;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";139421219
2013;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";83463300
2013;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";76263274
2013;"União Europeia - UE";4222;"Óleo de palma e suas frações";70911185
2013;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";54687545
2013;"União Europeia - UE";0112;"Carne bovina congelada";41560293
2013;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";41402460
2013;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";26054830
2013;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";23643956
2013;"União Europeia - UE";8215;"Outros móveis, de madeira";21003061
2013;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";11367710
2013;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";10236102
2013;"União Europeia - UE";6349;"Madeira, em forma simples";3386056
2013;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";2727363
2013;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";2592218
2013;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";2113722
2013;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";1553809
2013;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";787722
2013;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";430015
2013;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";347651
2013;"União Europeia - UE";0712;"Café torrado";249543
2013;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";189747
2013;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";173194
2013;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";124681
2013;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";122689
2013;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";105084
2013;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";47217
2013;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";25196
2013;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";24511
2013;"União Europeia - UE";2473;"Madeira em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, tratada com tinta, corantes ou outros agentes de conservação";21000
2013;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";28
2013;"União Europeia - UE";2312;"Borracha natural (exceto látex)";4
2012;"União Europeia - UE";2222;Soja;4870509465
2012;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";780517717
2012;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";281321430
2012;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";111981535
2012;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";97863103
2012;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";71977837
2012;"União Europeia - UE";4222;"Óleo de palma e suas frações";63261568
2012;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";35152498
2012;"União Europeia - UE";0112;"Carne bovina congelada";33925890
2012;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";29448407
2012;"União Europeia - UE";8215;"Outros móveis, de madeira";26711612
2012;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";19505487
2012;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";14051389
2012;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";13937219
2012;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";5021175
2012;"União Europeia - UE";6349;"Madeira, em forma simples";3630755
2012;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";3221711
2012;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";2378028
2012;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";2206087
2012;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";1821085
2012;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";1457510
2012;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";827741
2012;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";662720
2012;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";402411
2012;"União Europeia - UE";0712;"Café torrado";299348
2012;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";280118
2012;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";240131
2012;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";163464
2012;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";45868
2012;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";23044
2012;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";9100
2012;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";8350
2012;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";42
2011;"União Europeia - UE";2222;Soja;4893801341
2011;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";923868058
2011;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";272664946
2011;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";145571796
2011;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";139910806
2011;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";118509853
2011;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";102982396
2011;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";42057690
2011;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";39758540
2011;"União Europeia - UE";4222;"Óleo de palma e suas frações";37688496
2011;"União Europeia - UE";8215;"Outros móveis, de madeira";35659937
2011;"União Europeia - UE";0112;"Carne bovina congelada";28428021
2011;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";18204196
2011;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";15946622
2011;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";12932219
2011;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";8271616
2011;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";6868856
2011;"União Europeia - UE";6349;"Madeira, em forma simples";3159638
2011;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";3125222
2011;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";2197002
2011;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";1107815
2011;"União Europeia - UE";0712;"Café torrado";982109
2011;"União Europeia - UE";2475;"Madeira de espécies não coníferas, em bruto (mesmo descascada ou alburno) ou simplesmente esquadriada, mas não tratada com tinta, manchas ou outros agentes de conservação das madeiras tropicais";868002
2011;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";755233
2011;"União Europeia - UE";6211;"Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras";687990
2011;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";506042
2011;"União Europeia - UE";6212;"Outras formas (ex. varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas), de borracha não vulcanizada";250171
2011;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";183114
2011;"União Europeia - UE";6214;"Tubos, canos e mangueiras, de borracha vulcanizada não endurecida, com ou sem seus acessórios (por exemplo, juntas, cotovelos, bridas).";139471
2011;"União Europeia - UE";2462;"Serragem e resíduos de madeira e sucata, mesmo aglomerados em bolas, briquetes, pellets ou em formas semelhantes";128310
2011;"União Europeia - UE";6354;"Manufaturas de madeira para uso doméstico ou decorativo (exceto móveis)";107970
2011;"União Europeia - UE";2112;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";84815
2011;"União Europeia - UE";6292;"Correias transportadoras ou de transmissão, de borracha vulcanizada";42531
2011;"União Europeia - UE";2479;"Outras madeiras em bruto ou simplesmente esquadriada";25473
2011;"União Europeia - UE";2312;"Borracha natural (exceto látex)";252
2011;"União Europeia - UE";2311;"Látex de borracha natural, mesmo pré-vulcanizado";192
2010;"União Europeia - UE";2222;Soja;5323694271
2010;"União Europeia - UE";0711;"Café não torrado, mesmo descafeinado";970813317
2010;"União Europeia - UE";6343;"Madeira compensada, madeira folheada e madeiras estratificadas semelhantes";312432041
2010;"União Europeia - UE";2484;"Madeira de espécies não coníferas especificada na posição 2475 serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";161846357
2010;"União Europeia - UE";2485;"Madeira de espécies não coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de suas bordas, pontas ou faces, mesmo aplainada, polida ou unida pelas extremidades.";116829167
2010;"União Europeia - UE";6114;"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos, curtidos ou em crosta ou não preparados após curtimento ou após secagem, depilados, mesmo divididos";114980347
2010;"União Europeia - UE";2461;"Madeira em estilhas ou em partículas";85443990
2010;"União Europeia - UE";8215;"Outros móveis, de madeira";64573253
2010;"União Europeia - UE";4211;"Óleo de soja e respectivas frações";58506871
2010;"União Europeia - UE";6345;"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outras substâncias orgânicas";36849575
2010;"União Europeia - UE";6359;"Outros artigos manufaturados de madeira";26928547
2010;"União Europeia - UE";0112;"Carne bovina congelada";23973128
2010;"União Europeia - UE";0111;"Carne bovina fresca ou refrigerada";18653962
2010;"União Europeia - UE";2482;"Madeira de coníferas, serrada ou fendida longitudinalmente, cortada ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm";11863640
2010;"União Europeia - UE";0713;"Extratos, essências e concentrados de café e preparações à base destes produtos ou à base de café, sucedâneos do café e respectivos extractos, essências e concentrados";11353043
2010;"União Europeia - UE";2483;"Madeira de coníferas, perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas ou faces, mesmo ou não aplainada, polida ou unida pelas extremidades.";8023970
2010;"União Europeia - UE";4222;"Óleo de palma e suas frações";7985037
2010;"União Europeia - UE";6349;"Madeira, em forma simples";4901806
2010;"União Europeia - UE";6342;"Madeira densificada e painéis de partículas, painéis de partículas orientadas (OSB) e painéis semelhantes, de madeira ou de outras matérias lenhosas";4109051
2010;"União Europeia - UE";6341;"Folhas para folheados,folhas para contraplacados ou para madeiras estratificadas semelhantes e outras madeiras,serradas longitudinalmente, cortada ou desenrolada,mesmo aplainada,polida ou unidas longitudinalmente ou pelas extremidades, espessura <= 6 mm";3631833
2010;"União Europeia - UE";2322;"Borracha reconstituída, desperdícios e resíduos de borracha não endurecida";2506300
2010;"União Europeia - UE";0712;"Café torrado";1096787
2010;"União Europeia - UE";2450;"Lenha (excluindo resíduos de madeira) e carvão vegetal";687545
2010;"União Europeia - UE";6213;"Fios e cabos de borracha vulcanizada , chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida";647679
2010;"União Europeia - UE";6299;"Disco de borracha, obras de borracha endurecida ou de borracha vulcanizada não endurecida";644228
